x y1 y2 y3 y4
1.2500000000 -0.0059112402 -0.5687710972 -0.5314884090 -1.0943482660
1.2600000000 -0.0001995848 -0.6622184515 -0.4934389829 -1.1554578495
1.2700000000 -0.0014820041 -0.7985064948 -0.4804192403 -1.2774437311
1.2800000000 -0.0344399522 -0.9322673772 -0.5810200761 -1.4788475011
1.2900000000 -0.1028964967 -1.0031193447 -0.7464562493 -1.6466790973
1.3000000000 -0.1627343614 -0.9902115808 -0.9198885644 -1.7473657839
1.3100000000 -0.2065634795 -0.9709587105 -1.0815772805 -1.8459725116
1.3200000000 -0.2501290346 -0.9743788130 -1.2237115694 -1.9479613478
1.3300000000 -0.2934197096 -0.9505662801 -1.3765355453 -2.0336821158
1.3400000000 -0.3367951288 -0.8885493979 -1.5381370981 -2.0898913672
1.3500000000 -0.3562831596 -0.7954321636 -1.6509503529 -2.0900993569
1.3600000000 -0.3582747935 -0.6801298124 -1.7091760463 -2.0310310651
1.3700000000 -0.3826888835 -0.5799119055 -1.8001347799 -1.9973578018
1.3800000000 -0.4088729814 -0.5399864563 -1.9555458288 -2.0866593038
1.3900000000 -0.4335074519 -0.5733230488 -2.1089468287 -2.2487624256
1.4000000000 -0.4734048364 -0.5638354856 -2.2086828029 -2.2991134521
1.4100000000 -0.5213820928 -0.4980056147 -2.2980938115 -2.2747173335
1.4200000000 -0.5758291995 -0.4085260501 -2.3408248959 -2.1735217465
1.4300000000 -0.6473606644 -0.3098976909 -2.3632724554 -2.0258094819
1.4400000000 -0.7356752186 -0.2575636373 -2.3883242307 -1.9102126494
1.4500000000 -0.8075425895 -0.2516927055 -2.3091585068 -1.7533086228
1.4600000000 -0.8642504515 -0.2706208642 -2.2192259369 -1.6255963496
1.4700000000 -0.9053890792 -0.2575833943 -2.1381241926 -1.4903185077
1.4800000000 -0.9161656357 -0.2028346724 -2.0616079053 -1.3482769421
1.4900000000 -0.8965423635 -0.1146966839 -1.9618150346 -1.1799693550
1.5000000000 -0.8738095536 -0.0128279367 -1.8109272827 -0.9499456658
1.5100000000 -0.8639859020 0.0159549524 -1.7282582438 -0.8483173894
1.5200000000 -0.8533246389 -0.0419701108 -1.7046029647 -0.8932484366
1.5300000000 -0.8610187872 -0.1482573816 -1.7475887412 -1.0348273356
1.5400000000 -0.8674540128 -0.1924791665 -1.8211655509 -1.1461907046
1.5500000000 -0.8587138449 -0.1265779239 -1.8984597296 -1.1663238085
1.5600000000 -0.8909789678 -0.0786488150 -2.0031653902 -1.1908352374
1.5700000000 -0.9511152699 -0.1768119889 -2.1129402263 -1.3386369453
1.5800000000 -0.9925466549 -0.3560616299 -2.2107440747 -1.5742590497
1.5900000000 -1.0023631970 -0.4074647973 -2.2569604305 -1.6620620307
1.6000000000 -1.0021125926 -0.3582648315 -2.2999690282 -1.6561212671
1.6100000000 -0.9955385492 -0.3619942298 -2.3596519543 -1.7261076348
1.6200000000 -0.9998200854 -0.4055649989 -2.4764738491 -1.8822187627
1.6300000000 -1.0352804328 -0.4684475028 -2.5836203969 -2.0167874669
1.6400000000 -1.0716733583 -0.5205425267 -2.6153525555 -2.0642217239
1.6500000000 -1.0710335580 -0.5103963011 -2.5721945998 -2.0115573429
1.6600000000 -1.0409852540 -0.4187957745 -2.4978024707 -1.8756129913
1.6700000000 -1.0042828157 -0.2553922964 -2.4408843994 -1.6919938801
1.6800000000 -0.9800001074 -0.1289758659 -2.4049852172 -1.5539609758
1.6900000000 -0.9931170178 -0.0660380728 -2.4041521918 -1.4770732469
1.7000000000 -1.0035016199 0.0054377672 -2.3676740614 -1.3587346744
1.7100000000 -0.9764728516 0.0479294392 -2.3264676043 -1.3020653135
1.7200000000 -0.9452656090 0.0757981388 -2.3247851891 -1.3037214412
1.7300000000 -0.9077973680 0.1149795650 -2.2494140788 -1.2266371458
1.7400000000 -0.8429855922 0.1532745501 -2.0838518956 -1.0875917534
1.7500000000 -0.7767065820 0.1733641778 -1.9261455587 -0.9760747989
1.7600000000 -0.7251780051 0.1793156555 -1.8124430570 -0.9079493964
1.7700000000 -0.6863916578 0.1696056694 -1.7442687660 -0.8882714389
1.7800000000 -0.6580153050 0.1228407810 -1.7094039374 -0.9285478515
1.7900000000 -0.6202858772 0.0598276034 -1.6794310726 -0.9993175920
1.8000000000 -0.5988046353 -0.0009593271 -1.6694977065 -1.0716523983
1.8100000000 -0.5946645566 -0.0874868447 -1.7018799476 -1.1947022357
1.8200000000 -0.6125224341 -0.2384096502 -1.7998293720 -1.4257165880
1.8300000000 -0.6537912296 -0.4581031500 -1.9703775806 -1.7746895010
1.8400000000 -0.6997840650 -0.7384637567 -2.1272156243 -2.1658953161
1.8500000000 -0.7539082325 -1.0247205677 -2.2715377903 -2.5423501254
1.8600000000 -0.8081081591 -1.3179689480 -2.3915934750 -2.9014542639
1.8700000000 -0.8717344597 -1.6027269924 -2.4658606888 -3.1968532214
1.8800000000 -0.9319054402 -1.7613716786 -2.5045149187 -3.3339811571
1.8900000000 -0.9706843895 -1.7396403951 -2.5101695810 -3.2791255865
1.9000000000 -0.9939560382 -1.6527522769 -2.4908424552 -3.1496386939
1.9100000000 -1.0092589843 -1.5569905154 -2.4482540831 -2.9959856142
1.9200000000 -1.0119089927 -1.4551680189 -2.3873381610 -2.8305971873
1.9300000000 -1.0146489977 -1.4146268229 -2.2919641001 -2.6919419253
1.9400000000 -1.0090265166 -1.3199288814 -2.2066052264 -2.5175075912
1.9500000000 -0.9888756227 -1.1470580732 -2.1314911827 -2.2896736332
1.9600000000 -0.9628700884 -1.0100032260 -2.0010017538 -2.0481348914
1.9700000000 -0.9496492695 -0.9309656137 -1.8472245366 -1.8285408809
1.9800000000 -0.9549430325 -0.9173360416 -1.7169433841 -1.6793363932
1.9900000000 -0.9628080552 -0.9319533314 -1.6086929337 -1.5778382098
2.0000000000 -0.9431178655 -0.8753690934 -1.4924109328 -1.4246621607
2.0100000000 -0.9237410155 -0.8070537143 -1.4264068301 -1.3097195289
2.0200000000 -0.9431020100 -0.8022260715 -1.3915298968 -1.2506539584
2.0300000000 -0.9693093429 -0.7874254828 -1.3382567623 -1.1563729022
2.0400000000 -0.9666206915 -0.7445264484 -1.2662020095 -1.0441077664
2.0500000000 -0.9379952732 -0.6639996512 -1.1827837816 -0.9087881595
2.0600000000 -0.9338476254 -0.5575989230 -1.1702937241 -0.7940450217
2.0700000000 -0.9550577248 -0.4981562810 -1.1499258672 -0.6930244234
2.0800000000 -0.9509241156 -0.4456516318 -1.0765988474 -0.5713263636
2.0900000000 -0.9259513058 -0.3622057526 -1.0659449731 -0.5021994199
2.1000000000 -0.9224048015 -0.3361174624 -1.1404943028 -0.5542069638
2.1100000000 -0.9255374932 -0.3558789710 -1.1859713133 -0.6163127912
2.1200000000 -0.9030994087 -0.3421059136 -1.1756956744 -0.6147021793
2.1300000000 -0.8772947765 -0.3416510775 -1.1921175082 -0.6564738092
2.1400000000 -0.8277031263 -0.3989287534 -1.2194463780 -0.7906720051
2.1500000000 -0.7580543104 -0.4143395097 -1.1916349543 -0.8479201536
2.1600000000 -0.6987340303 -0.3691635597 -1.0911016549 -0.7615311842
2.1700000000 -0.6606102733 -0.3954910992 -1.0163507775 -0.7512316034
2.1800000000 -0.6496238858 -0.4957315999 -0.9941284948 -0.8402362090
2.1900000000 -0.6382050420 -0.4976295562 -0.9628626472 -0.8222871614
2.2000000000 -0.6132458005 -0.3823124447 -0.8627230921 -0.6317897363
2.2100000000 -0.5818916307 -0.2748546223 -0.7486173931 -0.4415803847
2.2200000000 -0.5630720458 -0.1934390876 -0.6475330204 -0.2779000622
2.2300000000 -0.5445401161 -0.0643611753 -0.5287427548 -0.0485638140
2.2400000000 -0.5324951552 0.0218909143 -0.4384450989 0.1159409706
2.2500000000 -0.5345635153 0.0814828907 -0.3120175431 0.3040288629
2.2600000000 -0.5441794170 0.1254346413 -0.2309874650 0.4386265934
2.2700000000 -0.5405445088 0.1438093551 -0.1771376390 0.5072162249
2.2800000000 -0.5273971521 0.1575007704 -0.0673137087 0.6175842138
2.2900000000 -0.5230910779 0.0790566763 0.0384792080 0.6406269622
2.3000000000 -0.4965386246 0.0193822660 0.1191269400 0.6350478306
2.3100000000 -0.4626315026 0.0480059617 0.2246977715 0.7353352357
2.3200000000 -0.4308449213 0.0767507334 0.4136888204 0.9212844751
2.3300000000 -0.3819166010 0.0564829434 0.6301322454 1.0685317898
2.3400000000 -0.3409015917 0.0229945810 0.8227265642 1.1866227369
2.3500000000 -0.2978105092 0.0320929877 0.9521694826 1.2820729796
2.3600000000 -0.2425691328 -0.0023949824 1.0142654185 1.2544395689
2.3700000000 -0.2074635955 -0.1198956491 0.9991683433 1.0867362896
2.3800000000 -0.1798954710 -0.2157496294 0.9634139858 0.9275598273
2.3900000000 -0.1503747568 -0.3094687235 0.9955890249 0.8364950582
2.4000000000 -0.1472539603 -0.4111806060 1.0154880623 0.7515614166
2.4100000000 -0.1671330838 -0.4491675238 0.9973367379 0.7153022980
2.4200000000 -0.2052796497 -0.5067943212 0.9336547852 0.6321401137
2.4300000000 -0.2488183537 -0.6044315506 0.8400194821 0.4844062852
2.4400000000 -0.2627036801 -0.6940563597 0.8249031217 0.3935504421
2.4500000000 -0.2516414125 -0.7338521963 0.8048957450 0.3226849612
2.4600000000 -0.2333680510 -0.7126108356 0.7393154089 0.2600726243
2.4700000000 -0.2186862585 -0.6817256750 0.7058702393 0.2428308228
2.4800000000 -0.2004882709 -0.6316138476 0.6927504213 0.2616248446
2.4900000000 -0.1933150284 -0.5586141329 0.6921642949 0.3268651905
2.5000000000 -0.1805060449 -0.4832200449 0.7360250906 0.4333110906
2.5100000000 -0.1579334831 -0.4555845733 0.7781295619 0.4804784717
2.5200000000 -0.1747037956 -0.4940257535 0.7668668737 0.4475449157
2.5300000000 -0.2020538209 -0.5674814019 0.8167693666 0.4513417857
2.5400000000 -0.1927828558 -0.6542612268 0.9440601465 0.4825817755
2.5500000000 -0.1666136380 -0.7249975312 1.0052421774 0.4468582842
2.5600000000 -0.1664867247 -0.8122346499 0.9020926643 0.2563447391
2.5700000000 -0.2010893058 -0.9237131486 0.6893260781 -0.0332977647
2.5800000000 -0.2218632592 -0.9297757623 0.5285516824 -0.1793608207
2.5900000000 -0.2089072463 -0.8189889731 0.4636549856 -0.1464267412
2.6000000000 -0.1809263096 -0.6375777972 0.4708773874 0.0142258997
2.6100000000 -0.1416359337 -0.4496649629 0.5352125761 0.2271835469
2.6200000000 -0.1015138674 -0.3001158007 0.6489762221 0.4503742888
2.6300000000 -0.0324172577 -0.1165984563 0.7936542498 0.7094730511
2.6400000000 0.0266522673 0.0686196127 0.9566344302 0.9986017757
2.6500000000 0.0644639155 0.2444514064 1.1452568108 1.3252443017
2.6600000000 0.1330594923 0.4383330284 1.3697582867 1.6750318228
2.6700000000 0.2233798498 0.6370039891 1.6230618896 2.0366860289
2.6800000000 0.3142557496 0.7982315677 1.9399377312 2.4239135494
2.6900000000 0.3437272359 0.9351294083 2.1899860765 2.7813882490
2.7000000000 0.3409898970 1.0317700560 2.3371669143 3.0279470733
2.7100000000 0.3420045478 1.0211074735 2.4795975713 3.1587004970
2.7200000000 0.3198782684 0.9875652586 2.5406461514 3.2083331416
2.7300000000 0.2678476551 0.9372929806 2.4484869227 3.1179322482
2.7400000000 0.2173818719 0.8648120257 2.2424599631 2.8898901169
2.7500000000 0.2164878043 0.8000872990 2.0397212337 2.6233207284
2.7600000000 0.2424238663 0.7530771448 1.9110206828 2.4216739613
2.7700000000 0.2911575595 0.7547861017 1.8162050875 2.2798336297
2.7800000000 0.3476039450 0.7742649057 1.7616902137 2.1883511744
2.7900000000 0.3805180674 0.7916199246 1.7513701948 2.1624720520
2.8000000000 0.3877665897 0.8431780557 1.7396662593 2.1950777253
2.8100000000 0.3778696274 0.9479913354 1.7264653498 2.2965870578
2.8200000000 0.3622455575 1.0451294354 1.6935172075 2.3764010854
2.8300000000 0.3536067758 1.0635778259 1.6541812844 2.3641523345
2.8400000000 0.3500134598 1.0461005168 1.6282323038 2.3243193608
2.8500000000 0.3516166324 1.0591695592 1.5939213712 2.3014742981
2.8600000000 0.3729403078 1.1105630378 1.5686750873 2.3062978173
2.8700000000 0.4186993561 1.1754591576 1.5555855992 2.3123454008
2.8800000000 0.4755728462 1.2368230771 1.6138474844 2.3750977153
2.8900000000 0.5280033926 1.3417027907 1.7442272350 2.5579266332
2.9000000000 0.5817506199 1.4538766966 1.8542959216 2.7264219983
2.9100000000 0.6100258159 1.4763195169 1.8816361825 2.7479298835
2.9200000000 0.6026730242 1.4552741396 1.8231264505 2.6757275659
2.9300000000 0.5919538544 1.4072197443 1.7523014175 2.5675673074
2.9400000000 0.5794410164 1.3290941767 1.6811013357 2.4307544960
2.9500000000 0.5693584915 1.2687732177 1.6092543989 2.3086691251
2.9600000000 0.5910399818 1.2174934902 1.6006537352 2.2271072437
2.9700000000 0.6389461253 1.1275326710 1.6441931810 2.1327797267
2.9800000000 0.6827757840 1.0318633963 1.7135644604 2.0626520728
2.9900000000 0.7263530221 0.9857682779 1.7937734983 2.0531887541
3.0000000000 0.7702119067 0.9134480758 1.8601078296 2.0033439988
3.0100000000 0.8017770444 0.7934036398 1.9000805085 1.8917071039
3.0200000000 0.8332442979 0.6866993234 1.9429519158 1.7964069413
3.0300000000 0.8678170400 0.5622155598 2.0111574514 1.7055559711
3.0400000000 0.9154644114 0.4865146160 2.0879299000 1.6589801046
3.0500000000 0.9618977196 0.5128983831 2.1500879446 1.7010886081
3.0600000000 0.9837327118 0.6168745461 2.1512067206 1.7843485548
3.0700000000 1.0051923967 0.7508635131 2.0946601856 1.8403313021
3.0800000000 1.0108909707 0.8293263252 2.0217823832 1.8402177378
3.0900000000 0.9844151662 0.8498165662 1.9633326870 1.8287340870
3.1000000000 0.9527965944 0.8599673078 1.9470326414 1.8542033548
3.1100000000 0.9411329648 0.8502939571 1.9915034360 1.9006644284
3.1200000000 0.9470125289 0.7714268783 2.0290910659 1.8535054153
3.1300000000 0.9496808058 0.7167775500 2.0294076110 1.7965043553
3.1400000000 0.9617288320 0.6414331060 2.0387830926 1.7184873666
3.1500000000 1.0043239995 0.5880840407 2.0323673879 1.6161274292
3.1600000000 1.0421033296 0.6192488103 1.9908543413 1.5679998219
3.1700000000 1.0315758777 0.6292934427 1.8673526022 1.4650701673
3.1800000000 1.0108887422 0.5976506932 1.7649339484 1.3516958993
3.1900000000 1.0187148621 0.5912339006 1.7711443710 1.3436634094
3.2000000000 1.0467586018 0.5990223150 1.8178907481 1.3701544612
3.2100000000 1.0798955454 0.5862722616 1.8596354327 1.3660121489
3.2200000000 1.1083742288 0.6734293171 1.8626680039 1.4277230922
3.2300000000 1.1246783398 0.7366692172 1.8748484235 1.4868393008
3.2400000000 1.1315061034 0.7658025907 1.8891668663 1.5234633537
3.2500000000 1.1380293250 0.8330332877 1.8834029014 1.5784068641
3.2600000000 1.1339225924 0.8636051540 1.8611101329 1.5907926945
3.2700000000 1.1081297679 0.8385447696 1.8156098604 1.5460248622
3.2800000000 1.0806514393 0.7762271956 1.7783418516 1.4739176079
3.2900000000 1.0655781268 0.7111377318 1.7213378593 1.3668974643
3.3000000000 1.0697263337 0.6665757271 1.6491388056 1.2459881990
3.3100000000 1.1001837517 0.6767524384 1.6470461907 1.2236148775
3.3200000000 1.1406529467 0.7000449180 1.7124503882 1.2718423594
3.3300000000 1.1793245523 0.7231721277 1.7705696681 1.3144172435
3.3400000000 1.2082540826 0.7932461015 1.7859457235 1.3709377424
3.3500000000 1.1962274250 0.8233602015 1.7980418478 1.4251746242
3.3600000000 1.1618520553 0.8073071039 1.7872594665 1.4327145151
3.3700000000 1.1316704972 0.7866486055 1.7052428267 1.3602209351
3.3800000000 1.1175721529 0.7479560915 1.6224476925 1.2528316311
3.3900000000 1.1177059441 0.7896247443 1.5907971644 1.2627159646
3.4000000000 1.1055196214 0.8628177675 1.5367962255 1.2940943716
3.4100000000 1.0755569794 0.8730816780 1.4754380233 1.2729627219
3.4200000000 1.0430402823 0.8664894044 1.4687555016 1.2922046238
3.4300000000 1.0275779139 0.9055233280 1.4392489564 1.3171943705
3.4400000000 1.0158344011 0.9440257216 1.3723785003 1.3005698208
3.4500000000 1.0084878875 1.0101209782 1.3881294619 1.3897625526
3.4600000000 0.9875261259 1.0316189373 1.3943809871 1.4384737986
3.4700000000 0.9608661287 0.9460690536 1.3579375053 1.3431404302
3.4800000000 0.9570668302 0.8957346789 1.3492533597 1.2879212084
3.4900000000 0.9754563073 0.9264476343 1.2805687841 1.2315601111
3.5000000000 0.9937226913 1.0003045953 1.1925005859 1.1990824898
3.5100000000 0.9842900285 1.0477894828 1.1766196014 1.2401190557
3.5200000000 0.9712228418 1.0616980457 1.1488998420 1.2393750459
3.5300000000 0.9528713066 1.0534885925 1.0438242255 1.1444415114
3.5400000000 0.9313460416 1.0146156481 0.8856497279 0.9689193344
3.5500000000 0.9104126416 0.9259433164 0.7467015352 0.7622322100
3.5600000000 0.8921650493 0.7829265070 0.6948908374 0.5856522951
3.5700000000 0.8671711794 0.6095153115 0.6018912442 0.3442353763
3.5800000000 0.8324387303 0.4818432189 0.5203341466 0.1697386352
3.5900000000 0.8053050165 0.3745800891 0.5412007000 0.1104757727
3.6000000000 0.7673194663 0.2376238687 0.4944180192 -0.0352775784
3.6100000000 0.7285833060 0.1320674576 0.4099321385 -0.1865837099
3.6200000000 0.7112851095 0.1349928166 0.4450055099 -0.1312867831
3.6300000000 0.7208828011 0.2012235079 0.5156070038 -0.0040522894
3.6400000000 0.7240529951 0.2281678842 0.4750840467 -0.0208010642
3.6500000000 0.7112960307 0.1861024892 0.3584514957 -0.1667420458
3.6600000000 0.7047067971 0.1730399906 0.2383278208 -0.2933389857
3.6700000000 0.7212010318 0.2504556418 0.1761351914 -0.2946101986
3.6800000000 0.7317684605 0.3726097526 0.0943820164 -0.2647766916
3.6900000000 0.7117822761 0.4455769762 -0.0272064103 -0.2934117101
3.7000000000 0.6821079861 0.4344667546 -0.1274537409 -0.3750949724
3.7100000000 0.6230900114 0.3948259840 -0.2270471566 -0.4553111839
3.7200000000 0.5537101806 0.3355426640 -0.2722165012 -0.4903840177
3.7300000000 0.4940282897 0.2575542132 -0.2733235473 -0.5097976238
3.7400000000 0.4284436716 0.1548933287 -0.2902333993 -0.5637837423
3.7500000000 0.3803808241 0.0720730880 -0.3440647420 -0.6523724781
3.7600000000 0.3451402369 0.0672246074 -0.4448002017 -0.7227158312
3.7700000000 0.2932931840 0.0521078404 -0.5740076799 -0.8151930235
3.7800000000 0.2496793852 0.0254493997 -0.6974980469 -0.9217280324
3.7900000000 0.2156461153 -0.0283339707 -0.8262305491 -1.0702106351
3.8000000000 0.1734115754 -0.1286048683 -0.9302804722 -1.2322969159
